n_bits,Type,Integer_Value,Compressed_Size_Bytes
40,Random,747849349374,29
40,Random,141782031501,28
40,Random,461527852713,25
40,Random,269495561588,26
40,Random,278934329096,23
40,Random,893852972242,29
40,Random,1016427935437,27
40,Random,87904197495,25
40,Random,977905211188,30
40,Random,48656252453,28
40,Random,727923157663,25
40,Random,928463943532,25
40,Random,1032282688458,28
40,Random,574225474720,24
40,Random,429358233066,26
40,Random,318628064327,25
40,Random,598177668059,26
40,Random,744649430484,26
40,Random,666130501193,23
40,Random,213608079747,28
40,Random,555808641298,24
40,Random,203790793001,26
40,Random,167611824384,28
40,Random,1053011701366,24
40,Random,471335687828,24
40,Random,321887807661,27
40,Random,835301136648,23
40,Random,1097261322199,24
40,Random,494471194395,28
40,Random,264950741744,25
40,Random,568418980179,26
40,Random,301162222525,26
40,Random,1045897127466,26
40,Random,938205277787,29
40,Random,618650382680,26
40,Random,893293698864,25
40,Random,920739756092,26
40,Random,184503062469,22
40,Random,777925057192,26
40,Random,800900097799,28
40,Random,497664954186,27
40,Random,450977023987,25
40,Random,97645221737,28
40,Random,227610776905,27
40,Random,769626187780,27
40,Random,506476439337,26
40,Random,660648556047,28
40,Random,164895790859,24
40,Random,790581447621,26
40,Random,996486741881,24
40,Random,974609983641,30
40,Random,510784693744,27
40,Random,187039603985,27
40,Random,338383656252,27
40,Random,208280128922,28
40,Random,76828379423,25
40,Random,996463889922,24
40,Random,89601762240,29
40,Random,668059174708,29
40,Random,947212687048,27
40,Random,759280504559,28
40,Random,361221986785,23
40,Random,1077822090652,24
40,Random,502399326465,26
40,Random,587132729042,25
40,Random,579146719999,25
40,Random,159861376333,28
40,Random,494745828580,24
40,Random,100736731693,26
40,Random,903562071150,25
40,Random,196618088091,27
40,Random,712675668203,27
40,Random,742416544901,27
40,Random,607165748847,28
40,Random,271694665765,28
40,Random,769241091933,27
40,Random,99705662888,29
40,Random,469748514618,25
40,Random,700669744763,26
40,Random,320003390928,25
40,Random,123389223091,25
40,Random,745654099091,24
40,Random,214924745948,26
40,Random,714123115158,28
40,Random,850575221553,27
40,Random,580749686998,26
40,Random,969013248326,26
40,Random,41927988811,28
40,Random,979236575265,26
40,Random,879035584349,24
40,Random,166320419521,30
40,Random,1062838923941,26
40,Random,254845644466,25
40,Random,762076668998,30
40,Random,97940527041,26
40,Random,549506770433,23
40,Random,1082248521743,26
40,Random,1028282964428,29
41,Gradual,2199023255551,12
41,Gradual,2198989701119,15
41,Gradual,2196842217471,16
41,Gradual,2196842184703,17
41,Gradual,2128122707967,20
41,Gradual,1578366894079,20
41,Gradual,1578366894078,20
41,Gradual,1578366828542,22
41,Gradual,1578366861310,20
41,Gradual,1647086338046,19
41,Gradual,1647086337918,18
41,Gradual,1647069560702,19
41,Gradual,1372191653758,22
41,Gradual,1372191653502,21
41,Gradual,1372187459198,23
41,Gradual,1372187451006,24
41,Gradual,1372204228222,20
41,Gradual,1372204226174,21
41,Gradual,1372204291710,23
41,Gradual,1921960105598,23
41,Gradual,1921960105854,24
41,Gradual,1921960104830,23
41,Gradual,1921943327614,24
41,Gradual,1921943327582,26
41,Gradual,1921943323486,26
41,Gradual,1921406452574,27
41,Gradual,1921943323486,26
41,Gradual,1921934934878,25
41,Gradual,1921939129182,26
41,Gradual,1921937032030,27
41,Gradual,1921937032158,25
41,Gradual,1372181218270,25
41,Gradual,1372181201886,24
41,Gradual,1372183299038,23
41,Gradual,1234744345566,23
41,Gradual,1217564476382,25
41,Gradual,1492442383326,24
41,Gradual,1492459160542,25
41,Gradual,1492459160540,25
41,Gradual,1492458898396,24
41,Gradual,1492458898268,26
41,Gradual,1492456801116,26
41,Gradual,1492458898268,26
41,Gradual,1492458898264,26
41,Gradual,1483868963672,27
41,Gradual,1483852186456,28
41,Gradual,1483885740888,29
41,Gradual,1492475675480,28
41,Gradual,1492475677528,26
41,Gradual,1492475611992,28
41,Gradual,1491938741080,26
41,Gradual,1491938740568,27
41,Gradual,1491934546264,29
41,Gradual,1491934546268,29
41,Gradual,1491942934876,25
41,Gradual,1491942934860,27
41,Gradual,1487647967564,28
41,Gradual,1487647968588,28
41,Gradual,1487647969100,27
41,Gradual,1487648231244,27
41,Gradual,1479058296652,28
41,Gradual,1479057772364,28
41,Gradual,1444698033996,26
41,Gradual,1444698033992,25
41,Gradual,1444702228296,25
41,Gradual,1443628486472,24
41,Gradual,1443628486474,24
41,Gradual,1443628486472,24
41,Gradual,1443624292168,23
41,Gradual,1993380106056,25
41,Gradual,1924660629320,23
41,Gradual,1924593520456,23
41,Gradual,1924610297672,24
41,Gradual,1993329774408,27
41,Gradual,1993329772360,26
41,Gradual,1993329776456,26
41,Gradual,1993396885320,28
41,Gradual,1993397409608,27
41,Gradual,1993397409096,26
41,Gradual,1993389020488,25
41,Gradual,1993389021000,26
41,Gradual,1993389029192,26
41,Gradual,1993389029184,24
41,Gradual,1993389045568,23
41,Gradual,1443633231680,21
41,Gradual,1443633297216,23
41,Gradual,1443633297218,24
41,Gradual,1443641685826,23
41,Gradual,1452231620418,23
41,Gradual,1452231612226,26
41,Gradual,1452231612224,24
41,Gradual,1452231579456,25
41,Gradual,1452231575360,24
41,Gradual,1469411444544,25
41,Gradual,1503771182912,26
41,Gradual,1508066150208,25
41,Gradual,1508049372992,26
41,Gradual,1508049372736,27
41,Gradual,1508049374784,28
41,Gradual,1508049309248,26
41,Gradual,1508049309264,27
41,Random,912854782746,22
41,Random,732754072597,27
41,Random,119966250361,29
41,Random,757815035368,26
41,Random,292552417010,28
41,Random,2133723325664,26
41,Random,854514356450,29
41,Random,2139521509037,25
41,Random,979643180810,28
41,Random,622675707947,26
41,Random,377350826672,26
41,Random,960202601242,26
41,Random,1536198453952,27
41,Random,1616514238051,25
41,Random,67210206606,29
41,Random,117994248191,25
41,Random,1063762652724,26
41,Random,1417200218180,26
41,Random,548446688394,26
41,Random,1581852993429,25
41,Random,509470392981,27
41,Random,346592775308,24
41,Random,1461150248260,26
41,Random,444652448490,25
41,Random,2181841641269,23
41,Random,344312270419,26
41,Random,2198457963548,23
41,Random,1992067200002,28
41,Random,2107662612205,24
41,Random,1090926479381,21
41,Random,1719435808085,28
41,Random,1999599619944,28
41,Random,432086960722,23
41,Random,2131627828712,28
41,Random,1596505232968,26
41,Random,1496085067101,28
41,Random,2161846535008,24
41,Random,1630937975488,25
41,Random,435785872903,27
41,Random,1800634939791,30
41,Random,179925733185,27
41,Random,438011737587,29
41,Random,1375369193196,28
41,Random,1014189001529,27
41,Random,530290206004,27
41,Random,1912389239665,27
41,Random,598679002019,30
41,Random,273695506736,24
41,Random,389409850096,23
41,Random,614971737224,24
41,Random,49194601924,26
41,Random,178646495506,25
41,Random,1527555387971,28
41,Random,406116146172,27
41,Random,1399188737338,26
41,Random,1737536359765,25
41,Random,2073329688782,29
41,Random,1243212804550,28
41,Random,340548013210,27
41,Random,235871463795,27
41,Random,19891405263,25
41,Random,543418826482,26
41,Random,75234440986,28
41,Random,82796963169,27
41,Random,2108123101365,24
41,Random,1281424132061,26
41,Random,1429200112878,26
41,Random,1158325182755,25
41,Random,349460436793,25
41,Random,1277427885961,27
41,Random,76887267260,26
41,Random,1748340972394,28
41,Random,1223298393135,28
41,Random,490832636377,28
41,Random,1816247799439,28
41,Random,1716297504689,28
41,Random,2188951467505,26
41,Random,1743973132943,29
41,Random,818449596836,31
41,Random,232380555618,26
41,Random,352593149101,26
41,Random,557528289978,29
41,Random,596087465741,26
41,Random,2079131816873,26
41,Random,333071911578,29
41,Random,903587086245,25
41,Random,2126996194550,29
41,Random,1651382160661,24
41,Random,2030048919424,27
41,Random,881035057237,26
41,Random,7478831545,23
41,Random,1096342390950,27
41,Random,3065290989,24
41,Random,1237601620956,27
41,Random,72965837960,25
41,Random,2160986274479,25
41,Random,1182962226946,26
41,Random,2192602218024,23
41,Random,1362319687894,27
41,Random,996457231069,26
42,Gradual,4398046511103,12
42,Gradual,4398029733887,16
42,Gradual,4398029733759,14
42,Gradual,4398029471615,16
42,Gradual,4397962362751,19
42,Gradual,4396888620927,20
42,Gradual,3847132807039,22
42,Gradual,3847130709887,23
42,Gradual,3778411233151,24
42,Gradual,3778277015423,25
42,Gradual,3778277014399,23
42,Gradual,3778276981631,25
42,Gradual,3778276981627,23
42,Gradual,3778276981626,24
42,Gradual,3778276981630,25
42,Gradual,3778276979582,26
42,Gradual,3778276979574,26
42,Gradual,3778268590966,26
42,Gradual,2678756963190,27
42,Gradual,2747476439926,26
42,Gradual,2730296570742,25
42,Gradual,2730296570740,27
42,Gradual,2731370312564,27
42,Gradual,2456492405620,28
42,Gradual,2456492407668,26
42,Gradual,2456494504820,27
42,Gradual,2456494537588,29
42,Gradual,2456494537076,29
42,Gradual,2456494536820,29
42,Gradual,2456494471284,30
42,Gradual,2731372378228,27
42,Gradual,2697012639860,26
42,Gradual,2697012640116,25
42,Gradual,2714192509300,28
42,Gradual,2714192501108,30
42,Gradual,2714259609972,28
42,Gradual,2714257512820,27
42,Gradual,2714256988532,27
42,Gradual,2714256857460,29
42,Gradual,2576817903988,24
42,Gradual,3126573717876,26
42,Gradual,3126573701492,28
42,Gradual,3057854224756,29
42,Gradual,3057854220660,28
42,Gradual,3040674351476,27
42,Gradual,3040674351484,28
42,Gradual,3075034089852,28
42,Gradual,3143753566588,28
42,Gradual,3143753567100,28
42,Gradual,3143753534332,25
42,Gradual,3143753538428,26
42,Gradual,2593997724540,28
42,Gradual,2593997724542,26
42,Gradual,2593997724526,28
42,Gradual,2593997724522,28
42,Gradual,2593996675946,27
42,Gradual,2593996675914,27
42,Gradual,2593929567050,27
42,Gradual,2593929566794,27
42,Gradual,2319051659850,27
42,Gradual,2318514788938,24
42,Gradual,2318514788426,27
42,Gradual,2249795311690,27
42,Gradual,2248721569866,28
42,Gradual,2248721569882,26
42,Gradual,2248721578074,26
42,Gradual,2248721573978,26
42,Gradual,2244426606682,21
42,Gradual,2244422412378,23
42,Gradual,2244422412890,21
42,Gradual,2248717380186,27
42,Gradual,2248717380190,27
42,Gradual,2523595287134,26
42,Gradual,2523729504862,27
42,Gradual,2523730553438,28
42,Gradual,2523738942046,28
42,Gradual,2523739204190,28
42,Gradual,2523470768734,25
42,Gradual,2523336551006,27
42,Gradual,2523336551262,27
42,Gradual,2523604986718,25
42,Gradual,2515015052126,22
42,Gradual,2515015183198,24
42,Gradual,2523605117790,27
42,Gradual,2523672226654,26
42,Gradual,2523403791198,29
42,Gradual,2523404315486,30
42,Gradual,2523404316510,27
42,Gradual,2540584185694,25
42,Gradual,2540584183646,26
42,Gradual,2540584183678,27
42,Gradual,2506224445310,27
42,Gradual,2489044576126,27
42,Gradual,2488977467262,30
42,Gradual,2488977469310,30
42,Gradual,2489245904766,30
42,Gradual,2480655970174,30
42,Gradual,2480655970166,29
42,Gradual,2480622415734,28
42,Gradual,2480756633462,26
42,Gradual,2480756633446,26
42,Random,3057528886815,27
42,Random,3816745088690,30
42,Random,3508131898905,24
42,Random,2538639595869,26
42,Random,2794339303741,28
42,Random,869767220187,27
42,Random,3845134329138,26
42,Random,2466320295331,26
42,Random,1052875096569,25
42,Random,3860051205622,26
42,Random,2225868160225,29
42,Random,1205396123645,27
42,Random,3984848147899,26
42,Random,447326953255,29
42,Random,4064093391849,26
42,Random,2889704852268,24
42,Random,3558750503816,29
42,Random,859226900690,29
42,Random,667668630674,25
42,Random,3706293782652,25
42,Random,2283402459783,27
42,Random,246394308589,27
42,Random,1300367474601,29
42,Random,2029241461777,30
42,Random,2639761158568,26
42,Random,4267102377355,25
42,Random,2401453180043,26
42,Random,1576027858394,25
42,Random,1032779981641,27
42,Random,1007942579944,28
42,Random,240702491487,27
42,Random,3636592258839,26
42,Random,4271211866538,25
42,Random,573089701849,25
42,Random,1248334892815,28
42,Random,3850281118668,28
42,Random,2158736318230,26
42,Random,491872679555,28
42,Random,102371131199,26
42,Random,2284796337584,26
42,Random,3945277703779,28
42,Random,1197902893661,28
42,Random,3451889348941,29
42,Random,891358178195,29
42,Random,1786299397776,25
42,Random,770740326359,29
42,Random,1594846225458,29
42,Random,3175069674770,30
42,Random,116210358786,26
42,Random,95912238873,29
42,Random,209049176045,29
42,Random,3763029805328,25
42,Random,986318052771,31
42,Random,3066746148374,28
42,Random,2702889780891,28
42,Random,3986688285760,27
42,Random,3258960329165,25
42,Random,264024662031,28
42,Random,3324677988905,25
42,Random,2964202702560,29
42,Random,2855091576125,27
42,Random,3794243793667,26
42,Random,534027756869,27
42,Random,1533351843848,29
42,Random,1637891598464,27
42,Random,673436686719,28
42,Random,2118198689087,26
42,Random,3795020385767,24
42,Random,1050347064490,26
42,Random,2332306151055,23
42,Random,750376327495,26
42,Random,3218966994341,29
42,Random,148649683228,28
42,Random,1503342097033,27
42,Random,1454379477338,22
42,Random,4037158132251,26
42,Random,2768982356736,26
42,Random,3400881467096,29
42,Random,3978829125930,23
42,Random,1649775264744,26
42,Random,2184165979775,25
42,Random,3337842894313,25
42,Random,3355947582007,27
42,Random,2622158147673,28
42,Random,3313104501612,25
42,Random,1790304877514,29
42,Random,3582867472492,27
42,Random,1617328501590,28
42,Random,3499365625898,30
42,Random,2461460727377,28
42,Random,3599269957230,29
42,Random,3970152297491,30
42,Random,2263308055836,25
42,Random,2397528795222,30
42,Random,2094445050247,24
42,Random,195961699715,27
42,Random,3125237175641,26
42,Random,1934584612031,28
42,Random,4339440897975,25
42,Random,2220818951914,24
43,Gradual,8796093022207,12
43,Gradual,8796093022079,14
43,Gradual,8796093022078,14
43,Gradual,8796090924926,15
43,Gradual,8778911055742,19
43,Gradual,8778776838014,18
43,Gradual,8776629354366,21
43,Gradual,8776629337982,19
43,Gradual,8776629337470,21
43,Gradual,8776629206398,23
43,Gradual,8776620817790,22
43,Gradual,8776352382334,23
43,Gradual,8501474475390,23
43,Gradual,8497179508094,27
43,Gradual,8488589573502,26
43,Gradual,8488589573494,24
43,Gradual,8419870096758,25
43,Gradual,8419870097270,27
43,Gradual,8419870097254,27
43,Gradual,8419870096230,25
43,Gradual,8419333225318,25
43,Gradual,8419329031014,27
43,Gradual,8419865901926,27
43,Gradual,8419874290534,27
43,Gradual,8419874286438,27
43,Gradual,8419873237862,27
43,Gradual,8282434284390,29
43,Gradual,8282434284134,29
43,Gradual,8282434284132,30
43,Gradual,8351153760868,28
43,Gradual,8351153891940,29
43,Gradual,8351145503332,27
43,Gradual,8351153891940,29
43,Gradual,8351153892964,29
43,Gradual,8351153630820,29
43,Gradual,8351153629796,30
43,Gradual,8351153633892,29
43,Gradual,8351153650276,28
43,Gradual,8351153642084,29
43,Gradual,8351153904228,28
43,Gradual,8351153905252,27
43,Gradual,8351153905268,30
43,Gradual,8351153905264,28
43,Gradual,8351120350832,27
43,Gradual,6152097095280,26
43,Gradual,6152097029744,28
43,Gradual,5602341215856,30
43,Gradual,5602341213808,29
43,Gradual,5602341212784,30
43,Gradual,5602341220976,30
43,Gradual,5739780174448,29
43,Gradual,5739780141680,26
43,Gradual,5739780141682,26
43,Gradual,5739780141680,26
43,Gradual,6014658048624,29
43,Gradual,6014792266352,28
43,Gradual,6014792267376,28
43,Gradual,6013718525552,28
43,Gradual,5979358787184,28
43,Gradual,6013718525552,28
43,Gradual,6013718525680,29
43,Gradual,6013718525616,29
43,Gradual,6013718525488,28
43,Gradual,6030898394672,28
43,Gradual,6031972136496,27
43,Gradual,6031972132400,28
43,Gradual,6031974229552,26
43,Gradual,6031974229536,28
43,Gradual,6031437358624,29
43,Gradual,6031437342240,27
43,Gradual,6031441536544,28
43,Gradual,6035736503840,29
43,Gradual,6035734406688,28
43,Gradual,6035734144544,28
43,Gradual,6035734136352,28
43,Gradual,8234757391904,27
43,Gradual,8234757408288,29
43,Gradual,8234758456864,29
43,Gradual,8235295327776,28
43,Gradual,8234221585952,31
43,Gradual,8234221585956,30
43,Gradual,8234221585957,30
43,Gradual,8234221585965,29
43,Gradual,7959343679021,30
43,Gradual,7959343679085,31
43,Gradual,7959343154797,28
43,Gradual,6859831527021,31
43,Gradual,6859865081453,28
43,Gradual,6855570114157,31
43,Gradual,6855570114149,31
43,Gradual,6855570122341,28
43,Gradual,6855570122349,28
43,Gradual,6718131168877,26
43,Gradual,6718131168869,26
43,Gradual,6718131168837,26
43,Gradual,6718131168853,26
43,Gradual,6718131172949,28
43,Gradual,6718131156565,29
43,Gradual,6700951287381,29
43,Gradual,6666591549013,27
43,Gradual,6683771418197,27
43,Random,6348715930415,29
43,Random,8321574436719,27
43,Random,8691006747979,27
43,Random,4502932181758,26
43,Random,5968129464400,27
43,Random,6699020902125,26
43,Random,2014616291489,27
43,Random,8603379474558,32
43,Random,5400248039193,29
43,Random,5774468837447,27
43,Random,2373771876254,23
43,Random,7872766718358,31
43,Random,361733062803,27
43,Random,481689326807,29
43,Random,1953188076259,27
43,Random,106102715291,26
43,Random,4056035351737,25
43,Random,901289064316,28
43,Random,7592960691360,29
43,Random,2620737398065,27
43,Random,3101650567856,27
43,Random,4976081742196,26
43,Random,4019383259971,30
43,Random,3176192789583,29
43,Random,2158360016113,27
43,Random,2798636555499,28
43,Random,7229896019985,29
43,Random,3991800419254,28
43,Random,8377708853854,29
43,Random,4917877611735,27
43,Random,557272087585,27
43,Random,4373435607737,29
43,Random,5142614423690,25
43,Random,6067610921511,28
43,Random,1905654081746,27
43,Random,5746644819777,28
43,Random,7461765235490,28
43,Random,6221459747740,23
43,Random,7488970289590,28
43,Random,6703737700856,25
43,Random,6479903418835,27
43,Random,8292524436615,29
43,Random,4471886080531,25
43,Random,1544956990597,31
43,Random,6816317399127,27
43,Random,2762869098880,28
43,Random,1503991437148,27
43,Random,7844433880016,27
43,Random,8378101497860,27
43,Random,7676309076208,27
43,Random,7131050325400,27
43,Random,6921103168670,26
43,Random,7236072528113,25
43,Random,2216381717999,24
43,Random,7223273625531,29
43,Random,7931105612430,27
43,Random,2254357566366,28
43,Random,8020415926445,27
43,Random,8621925654462,27
43,Random,4613762805374,28
43,Random,2966216213807,29
43,Random,7355457300767,27
43,Random,1681721098864,25
43,Random,2948982176177,26
43,Random,8733958477692,26
43,Random,2232437997424,25
43,Random,8458762029304,30
43,Random,4021966034371,26
43,Random,5899828169480,28
43,Random,5168292184866,31
43,Random,5732242660127,28
43,Random,2391731953250,28
43,Random,3914582336440,30
43,Random,1164465775136,26
43,Random,7464370945773,27
43,Random,2403162646530,29
43,Random,3656182822648,30
43,Random,1926323853196,26
43,Random,6507154786227,30
43,Random,5904057651758,26
43,Random,6435815053476,29
43,Random,155607066811,28
43,Random,4291137257618,27
43,Random,1472831360909,25
43,Random,8235946054093,28
43,Random,6978184856642,26
43,Random,1270233633102,28
43,Random,7765384123479,30
43,Random,7434705899295,27
43,Random,4108605555689,28
43,Random,451959041085,28
43,Random,1406838559222,27
43,Random,7711506203199,27
43,Random,2156638328471,29
43,Random,2797541357828,31
43,Random,2402191965995,31
43,Random,8239037287298,27
43,Random,8551877671023,26
43,Random,573529036492,30
43,Random,6042429950957,27
44,Gradual,17592186044415,12
44,Gradual,17592169267199,16
44,Gradual,17592135712767,17
44,Gradual,17591867277311,18
44,Gradual,17591330406399,17
44,Gradual,13193283895295,18
44,Gradual,13191136411647,22
44,Gradual,13191002193919,20
44,Gradual,13191002193407,22
44,Gradual,13191539064319,21
44,Gradual,13190465322495,19
44,Gradual,13190465060351,21
44,Gradual,13190465060319,21
44,Gradual,13190464929247,23
44,Gradual,12090953301471,25
44,Gradual,12090953301215,23
44,Gradual,11816075394271,23
44,Gradual,11816075361503,22
44,Gradual,11816075394271,23
44,Gradual,11816075386079,25
44,Gradual,16214121897183,26
44,Gradual,16076682943711,28
44,Gradual,16076716498143,25
44,Gradual,16351594405087,24
44,Gradual,16351728622815,25
44,Gradual,16351728623071,26
44,Gradual,16351997058527,23
44,Gradual,16351997189599,24
44,Gradual,16351862971871,24
44,Gradual,16351862971903,23
44,Gradual,16283143495167,25
44,Gradual,16248783756799,27
44,Gradual,16248783757311,26
44,Gradual,16248716648447,28
44,Gradual,16317436125183,27
44,Gradual,16317402570751,27
44,Gradual,16317536788479,25
44,Gradual,16317536788415,25
44,Gradual,16317536787903,28
44,Gradual,16317535739327,27
44,Gradual,16317536787903,28
44,Gradual,16317536783807,29
44,Gradual,16300356914623,29
44,Gradual,11902310403519,31
44,Gradual,11902343957951,30
44,Gradual,11902339763647,30
44,Gradual,11902340025791,28
44,Gradual,11902344220095,27
44,Gradual,11902344220159,26
44,Gradual,11902343171583,29
44,Gradual,11902343169535,29
44,Gradual,11902343103999,28
44,Gradual,9703319848447,29
44,Gradual,9703185630719,26
44,Gradual,9703185630687,27
44,Gradual,9703185632735,27
44,Gradual,9703185632607,28
44,Gradual,9703185640799,28
44,Gradual,9703185378655,28
44,Gradual,9703185378399,30
44,Gradual,9698890411103,32
44,Gradual,9698888313951,30
44,Gradual,9698888314079,30
44,Gradual,9698888305887,29
44,Gradual,9698888314079,30
44,Gradual,9698888314071,28
44,Gradual,9698890411223,31
44,Gradual,9698907188439,33
44,Gradual,9424029281495,27
44,Gradual,9424028757207,26
44,Gradual,9424028757205,27
44,Gradual,9424028756181,26
44,Gradual,9424011978965,27
44,Gradual,9355292502229,29
44,Gradual,9355292502231,29
44,Gradual,9355292494039,29
44,Gradual,9355426711767,29
44,Gradual,9389786450135,27
44,Gradual,9527225403607,28
44,Gradual,9527191849175,26
44,Gradual,9527191914711,26
44,Gradual,9527191918807,26
44,Gradual,9527225473239,27
44,Gradual,9527225473751,27
44,Gradual,9527225440983,26
44,Gradual,9492865702615,27
44,Gradual,9492597267159,25
44,Gradual,9492597267143,27
44,Gradual,11691620522695,25
44,Gradual,11691637299911,26
44,Gradual,11691503082183,23
44,Gradual,11691503065799,23
44,Gradual,11682913131207,25
44,Gradual,11682913139399,25
44,Gradual,12782424767175,29
44,Gradual,12782424767111,29
44,Gradual,12782424783495,29
44,Gradual,10583401527943,31
44,Gradual,10583399430791,29
44,Gradual,10583399299719,28
44,Gradual,10583399299717,28
44,Random,16877189916303,28
44,Random,6909627724538,27
44,Random,4428530318131,26
44,Random,5666652986374,26
44,Random,12228259320415,28
44,Random,3090255028110,29
44,Random,2294070232138,30
44,Random,4243207449004,25
44,Random,8054849480222,29
44,Random,2521186635761,27
44,Random,14326219042260,28
44,Random,6454652256653,26
44,Random,1749006209655,26
44,Random,2505868098222,29
44,Random,697293475533,30
44,Random,6788794141268,29
44,Random,2838722715247,26
44,Random,13257922682015,26
44,Random,8495199014804,25
44,Random,2282481770463,26
44,Random,551272369895,29
44,Random,10426424302833,29
44,Random,5813745414220,24
44,Random,306551299268,28
44,Random,4923890395465,30
44,Random,7477997769272,26
44,Random,13638391347869,28
44,Random,2914553420223,24
44,Random,3250147799933,27
44,Random,14191399332866,30
44,Random,3362140224158,29
44,Random,3407401868076,28
44,Random,244238285179,26
44,Random,225216120287,26
44,Random,12981036294454,29
44,Random,1350778699149,29
44,Random,14949082515843,28
44,Random,14122015068081,25
44,Random,8208452846587,28
44,Random,6827773430181,30
44,Random,4609597480344,30
44,Random,8480020277141,27
44,Random,4263060887246,25
44,Random,3672335367401,29
44,Random,17058342820649,24
44,Random,11795431456149,26
44,Random,13793658121877,29
44,Random,5522950383028,28
44,Random,4112665022418,30
44,Random,533135756309,25
44,Random,15252113005270,27
44,Random,12052686255119,29
44,Random,9074243350190,26
44,Random,10390351491984,31
44,Random,16070893093195,30
44,Random,3859670755232,29
44,Random,17216042426646,27
44,Random,9575969988818,27
44,Random,5983051601626,29
44,Random,3749843852069,27
44,Random,8308504274794,28
44,Random,10089373328611,29
44,Random,1224690650841,29
44,Random,13394641114675,30
44,Random,12386859045680,28
44,Random,3361839273999,30
44,Random,3374464349235,28
44,Random,3848742838187,29
44,Random,3614069572975,27
44,Random,7088734113443,25
44,Random,12436470906123,30
44,Random,3775979901797,29
44,Random,13766926625452,27
44,Random,12975857727037,28
44,Random,12005338850196,28
44,Random,4164124072772,27
44,Random,10910432878138,28
44,Random,3445060787304,28
44,Random,6347038512374,30
44,Random,8120540091746,28
44,Random,4322855398612,28
44,Random,2348174725258,27
44,Random,1687546964469,30
44,Random,13790547870320,29
44,Random,16007101801357,26
44,Random,12909010395677,28
44,Random,11289965994554,23
44,Random,15336808480274,28
44,Random,5606802094898,29
44,Random,11108905310912,27
44,Random,8508268864992,26
44,Random,3743591692837,27
44,Random,15617537251932,29
44,Random,5322961050123,29
44,Random,13585695613972,32
44,Random,8771950178822,26
44,Random,15229778851103,27
44,Random,15945337577943,28
44,Random,13500570681806,29
44,Random,3373826308290,27
45,Gradual,35184372088831,12
45,Gradual,35184372086783,14
45,Gradual,35184372070399,15
45,Gradual,35183298328575,18
45,Gradual,35183298328567,19
45,Gradual,34633542514679,21
45,Gradual,34633508960247,22
45,Gradual,32434485704695,22
45,Gradual,23638392682487,21
45,Gradual,23638426236919,20
45,Gradual,23638426236918,20
45,Gradual,23638426235894,21
45,Gradual,23638426235862,23
45,Gradual,23569706759126,24
45,Gradual,23552526889942,23
45,Gradual,23552522695638,24
45,Gradual,23569702564822,24
45,Gradual,19171656053718,26
45,Gradual,19171653956566,27
45,Gradual,19171653432278,29
45,Gradual,19171653431766,31
45,Gradual,19171653431762,31
45,Gradual,18896775524818,29
45,Gradual,18892480557522,29
45,Gradual,19167358464466,29
45,Gradual,19167357415890,31
45,Gradual,19167361610194,29
45,Gradual,19167361611218,29
45,Gradual,18067849983442,27
45,Gradual,18067849950674,27
45,Gradual,18067849946578,28
45,Gradual,18067849947090,29
45,Gradual,18067313076178,28
45,Gradual,18067313075922,28
45,Gradual,18067313075954,27
45,Gradual,22465359587058,30
45,Gradual,22463212103410,30
45,Gradual,22463212103411,30
45,Gradual,22462943667955,30
45,Gradual,22462939473651,29
45,Gradual,22462939473659,29
45,Gradual,22462939997947,29
45,Gradual,23012695811835,30
45,Gradual,23012695844603,29
45,Gradual,23012695836411,29
45,Gradual,23012695835899,28
45,Gradual,22875256882427,28
45,Gradual,22875256882363,29
45,Gradual,23974768510139,30
45,Gradual,23974768518331,30
45,Gradual,23974760129723,30
45,Gradual,23974768518331,30
45,Gradual,23975036953787,29
45,Gradual,23975036970171,29
45,Gradual,23975036904635,29
45,Gradual,23975036642491,28
45,Gradual,24043756119227,30
45,Gradual,24009396380859,30
45,Gradual,24009398478011,30
45,Gradual,24009935348923,30
45,Gradual,24009935353019,29
45,Gradual,24009933255867,30
45,Gradual,24009932731579,31
45,Gradual,24009932731547,31
45,Gradual,24044292469915,31
45,Gradual,24044292468891,30
45,Gradual,24181731422363,27
45,Gradual,24181731291291,27
45,Gradual,24181731291283,26
45,Gradual,24181731291315,28
45,Gradual,24181731291314,28
45,Gradual,24181714514098,30
45,Gradual,24181714645170,27
45,Gradual,24181715693746,27
45,Gradual,24181715695794,27
45,Gradual,23906837788850,28
45,Gradual,23906837780658,29
45,Gradual,23906837747890,28
45,Gradual,23872478009522,28
45,Gradual,23803758532786,28
45,Gradual,23786578663602,28
45,Gradual,23786578659506,26
45,Gradual,23786578528434,29
45,Gradual,23786578512050,29
45,Gradual,23786580609202,28
45,Gradual,23786580613298,29
45,Gradual,23786580646066,29
45,Gradual,23803760515250,28
45,Gradual,23803626297522,27
45,Gradual,23795036362930,31
45,Gradual,23795036360882,30
45,Gradual,23795040555186,29
45,Gradual,23795040817330,28
45,Gradual,23803630751922,28
45,Gradual,23803630751930,28
45,Gradual,23803630751914,26
45,Gradual,32599723774122,25
45,Gradual,32599186903210,27
45,Gradual,32874064810154,29
45,Gradual,32874064811178,29
45,Gradual,32873796375722,28
45,Random,32658912815314,27
45,Random,27472444057012,28
45,Random,23908057775495,26
45,Random,15155524274796,30
45,Random,11936733713061,27
45,Random,16206501274664,27
45,Random,19366711244030,30
